Pos,Age,MP,FG,FGA,FG%,PTS,height,weight,PER
C,25.0,2693.0,376.0,919.0,0.409,1090.0,206.0,97.0,22.8
PF,22.0,1221.0,116.0,379.0,0.306,281.0,203.0,95.0,7.8
PF,22.0,8.0,0.0,3.0,0.0,1.0,203.0,95.0,-18.9
PF,22.0,1213.0,116.0,376.0,0.309,280.0,203.0,95.0,8.0
PF,32.0,501.0,61.0,229.0,0.266,150.0,196.0,86.0,3.7
SG,31.0,1211.0,204.0,551.0,0.37,547.0,180.0,77.0,14.6
PF,26.0,2690.0,258.0,639.0,0.404,949.0,198.0,95.0,24.1
PG,25.0,2648.0,259.0,736.0,0.352,675.0,188.0,86.0,12.1
PG,25.0,258.0,25.0,79.0,0.316,75.0,180.0,83.0,7.1
PF,24.0,2759.0,354.0,1000.0,0.354,944.0,201.0,88.0,14.5
F,23.0,1.0,0.0,0.0,,0.0,196.0,81.0,-23.3
PF,30.0,1707.0,175.0,503.0,0.348,452.0,201.0,95.0,9.5
SG,22.0,1556.0,191.0,515.0,0.371,483.0,188.0,95.0,11.5
SF,26.0,1898.0,156.0,409.0,0.381,420.0,201.0,88.0,11.0
SG,26.0,1443.0,144.0,449.0,0.321,382.0,201.0,88.0,7.5
G,26.0,619.0,54.0,181.0,0.298,155.0,201.0,88.0,6.0
SG,26.0,824.0,90.0,268.0,0.336,227.0,201.0,88.0,8.6
PF,24.0,2452.0,221.0,603.0,0.367,575.0,203.0,90.0,14.9
PG,28.0,2505.0,253.0,761.0,0.332,723.0,188.0,88.0,13.5
SF,23.0,1155.0,88.0,288.0,0.306,240.0,190.0,81.0,7.9
PG,33.0,649.0,74.0,224.0,0.33,196.0,178.0,79.0,10.2
PF,21.0,1970.0,209.0,562.0,0.372,608.0,201.0,95.0,13.4
C-F,21.0,166.0,19.0,62.0,0.306,64.0,201.0,95.0,16.9
PF,21.0,1804.0,190.0,500.0,0.38,544.0,201.0,95.0,13.1
PF,25.0,2934.0,295.0,736.0,0.401,741.0,198.0,90.0,14.6
C,24.0,3296.0,591.0,1317.0,0.449,1759.0,203.0,95.0,25.6
PG,23.0,1405.0,149.0,388.0,0.384,434.0,188.0,84.0,14.5
PG,25.0,2370.0,280.0,744.0,0.376,817.0,183.0,79.0,14.5
C,22.0,47.0,3.0,10.0,0.3,13.0,198.0,97.0,17.4
PF,27.0,1277.0,135.0,356.0,0.379,364.0,201.0,83.0,12.5
PF,27.0,125.0,16.0,36.0,0.444,41.0,201.0,83.0,17.3
PF,27.0,1152.0,119.0,320.0,0.372,323.0,201.0,83.0,12.0
SF,25.0,2206.0,249.0,666.0,0.374,654.0,196.0,90.0,12.4
SF,25.0,380.0,35.0,112.0,0.313,102.0,196.0,90.0,10.9
C,24.0,1255.0,237.0,560.0,0.423,588.0,206.0,106.0,20.7
PG,25.0,367.0,31.0,95.0,0.326,89.0,188.0,81.0,7.6
C,25.0,2792.0,462.0,950.0,0.486,1344.0,203.0,83.0,23.4
F,26.0,11.0,0.0,2.0,0.0,0.0,188.0,92.0,0.6
PG,28.0,2472.0,254.0,654.0,0.388,684.0,178.0,77.0,12.0
PG,25.0,181.0,26.0,62.0,0.419,82.0,178.0,78.0,17.1
PG,25.0,50.0,8.0,16.0,0.5,23.0,178.0,78.0,16.6
PG,25.0,131.0,18.0,46.0,0.391,59.0,178.0,78.0,17.3
PG,25.0,849.0,58.0,177.0,0.328,174.0,188.0,81.0,8.0
PG,28.0,2343.0,201.0,493.0,0.408,622.0,183.0,81.0,16.0
PG,25.0,1891.0,250.0,691.0,0.362,711.0,185.0,83.0,14.9
PF,23.0,1466.0,135.0,393.0,0.344,406.0,201.0,94.0,13.1
C,28.0,71.0,8.0,24.0,0.333,21.0,203.0,104.0,8.2
C,29.0,2362.0,441.0,1160.0,0.38,1306.0,208.0,111.0,28.7
PF,25.0,2247.0,288.0,771.0,0.374,797.0,201.0,104.0,16.5
C,22.0,1657.0,244.0,600.0,0.407,719.0,203.0,102.0,21.3
SF,22.0,958.0,114.0,292.0,0.39,370.0,198.0,90.0,19.2
SG,25.0,528.0,53.0,195.0,0.272,149.0,188.0,86.0,7.9
C,23.0,899.0,117.0,369.0,0.317,312.0,211.0,106.0,9.9
C-F,27.0,1607.0,163.0,528.0,0.309,439.0,201.0,100.0,
C,24.0,2.0,0.0,1.0,0.0,0.0,211.0,106.0,-20.3
PF,38.0,24.0,0.0,7.0,0.0,1.0,206.0,99.0,-14.6
PF,25.0,2164.0,203.0,586.0,0.346,615.0,196.0,97.0,12.6
F,22.0,60.0,3.0,10.0,0.3,15.0,196.0,95.0,10.8
F,22.0,36.0,1.0,5.0,0.2,7.0,196.0,95.0,1.1
F,22.0,24.0,2.0,5.0,0.4,8.0,196.0,95.0,25.4
G,24.0,33.0,0.0,6.0,0.0,3.0,196.0,88.0,-4.8
PG,31.0,2705.0,255.0,680.0,0.375,751.0,188.0,88.0,16.0
SF,31.0,2483.0,326.0,882.0,0.37,831.0,193.0,83.0,15.9
PF,31.0,2170.0,197.0,501.0,0.393,570.0,198.0,99.0,15.3
G-F,19.0,154.0,9.0,43.0,0.209,23.0,190.0,79.0,4.4
F,,18.0,5.0,6.0,0.833,13.0,196.0,88.0,42.5
C,29.0,2385.0,321.0,872.0,0.368,949.0,206.0,90.0,18.2
SF,23.0,1937.0,220.0,614.0,0.358,570.0,193.0,88.0,10.6
SG,29.0,1805.0,162.0,467.0,0.347,452.0,188.0,83.0,9.7
SF,28.0,1515.0,161.0,415.0,0.388,475.0,196.0,92.0,14.3
F,28.0,272.0,25.0,63.0,0.397,88.0,196.0,92.0,16.5
SF,28.0,1243.0,136.0,352.0,0.386,387.0,196.0,92.0,13.8
C,25.0,2655.0,370.0,973.0,0.38,1228.0,203.0,99.0,24.3
SF,25.0,1040.0,122.0,307.0,0.397,330.0,196.0,90.0,11.9
PG,31.0,1589.0,159.0,491.0,0.324,462.0,178.0,81.0,9.8
PG,31.0,771.0,41.0,119.0,0.345,111.0,188.0,81.0,7.3
SG,26.0,2727.0,316.0,838.0,0.377,931.0,185.0,81.0,16.2
C,26.0,1576.0,188.0,493.0,0.381,564.0,211.0,106.0,20.1
C,26.0,155.0,9.0,35.0,0.257,36.0,211.0,106.0,13.8
C,26.0,1421.0,179.0,458.0,0.391,528.0,211.0,106.0,20.7
SG,27.0,2467.0,412.0,915.0,0.45,1155.0,185.0,79.0,18.6
C,28.0,2006.0,255.0,713.0,0.358,720.0,203.0,100.0,14.8
G,25.0,33.0,4.0,16.0,0.25,11.0,178.0,74.0,-1.7
SG,27.0,1877.0,212.0,530.0,0.4,496.0,180.0,81.0,11.3
SF,24.0,127.0,14.0,49.0,0.286,35.0,198.0,81.0,8.5
SF,24.0,495.0,48.0,138.0,0.348,131.0,190.0,97.0,11.9
SF,24.0,59.0,5.0,15.0,0.333,15.0,190.0,97.0,7.6
SF,24.0,436.0,43.0,123.0,0.35,116.0,190.0,97.0,12.5
SF,28.0,1633.0,184.0,505.0,0.364,551.0,196.0,92.0,14.2
SG,24.0,2232.0,254.0,748.0,0.34,760.0,185.0,81.0,12.4
PF,24.0,358.0,43.0,129.0,0.333,133.0,193.0,95.0,14.4
SF,23.0,611.0,31.0,137.0,0.226,100.0,198.0,95.0,4.0
PG,27.0,1825.0,168.0,578.0,0.291,492.0,185.0,79.0,9.1
SG,24.0,268.0,33.0,94.0,0.351,86.0,193.0,83.0,10.7
SG,25.0,271.0,37.0,103.0,0.359,99.0,190.0,88.0,11.7
SG,26.0,2067.0,138.0,392.0,0.352,421.0,188.0,72.0,10.8
G,23.0,30.0,1.0,6.0,0.167,2.0,180.0,73.0,-5.4
SG,32.0,2538.0,322.0,835.0,0.386,958.0,183.0,77.0,17.8
F-C,23.0,151.0,25.0,60.0,0.417,56.0,206.0,97.0,12.8
SF,25.0,1489.0,209.0,492.0,0.425,564.0,196.0,86.0,19.5
SG,28.0,1881.0,278.0,756.0,0.368,811.0,188.0,77.0,15.3
SG,28.0,418.0,57.0,162.0,0.352,180.0,188.0,77.0,16.0
SG,28.0,299.0,47.0,138.0,0.341,136.0,188.0,77.0,15.6
SG,28.0,1164.0,174.0,456.0,0.382,495.0,188.0,77.0,15.0
SF,23.0,1795.0,203.0,540.0,0.376,592.0,201.0,97.0,13.7
,,,,,,,,,
F,24.0,10.0,0.0,4.0,0.0,3.0,201.0,86.0,1.8
SF,26.0,2953.0,529.0,1325.0,0.399,1512.0,193.0,86.0,18.2
SF,27.0,2536.0,362.0,898.0,0.403,1003.0,193.0,92.0,13.9
SF,31.0,1790.0,267.0,699.0,0.382,754.0,198.0,90.0,14.3
PF,29.0,1623.0,176.0,465.0,0.378,442.0,196.0,97.0,10.8
SG,27.0,2479.0,400.0,1032.0,0.388,1074.0,196.0,81.0,14.6
SF,24.0,52.0,5.0,11.0,0.455,10.0,190.0,88.0,5.6
SG,31.0,1381.0,237.0,623.0,0.38,691.0,185.0,81.0,15.7
SG,27.0,2109.0,144.0,480.0,0.3,454.0,190.0,81.0,9.0
SG,22.0,244.0,24.0,64.0,0.375,69.0,190.0,77.0,8.7
G,24.0,48.0,5.0,18.0,0.278,20.0,193.0,95.0,16.7
SF,27.0,1204.0,114.0,305.0,0.374,352.0,196.0,95.0,13.7
PF,32.0,2390.0,360.0,932.0,0.386,944.0,198.0,99.0,15.0
PF,30.0,2482.0,400.0,866.0,0.462,924.0,201.0,88.0,18.2
SG,25.0,424.0,42.0,133.0,0.316,118.0,190.0,83.0,8.5
PF,28.0,1749.0,193.0,569.0,0.339,573.0,196.0,95.0,12.3
PG,23.0,463.0,46.0,139.0,0.331,118.0,185.0,84.0,10.5
PG,26.0,2747.0,522.0,1316.0,0.397,1504.0,185.0,79.0,21.3
PG,35.0,1870.0,326.0,785.0,0.415,872.0,185.0,79.0,18.5
C,24.0,766.0,70.0,182.0,0.385,175.0,203.0,92.0,9.4
SG,25.0,1387.0,127.0,360.0,0.353,352.0,188.0,86.0,10.8
SG,26.0,72.0,2.0,21.0,0.095,11.0,190.0,95.0,-2.3
SG,22.0,1113.0,136.0,353.0,0.385,408.0,193.0,86.0,12.7
C,24.0,2024.0,364.0,832.0,0.438,1038.0,211.0,99.0,20.4
PG,26.0,820.0,77.0,265.0,0.291,207.0,185.0,83.0,10.1
C,26.0,2264.0,398.0,818.0,0.487,1189.0,206.0,97.0,23.0
PF,23.0,151.0,16.0,48.0,0.333,45.0,203.0,95.0,6.7
